prefectureID,prefecture,center_name,Zip Code	,Address,TEL,FAX,long,lat
46,鹿児島県,屋久島保健所,891-4311,熊毛郡屋久島町安房650,0997-46-2024,0997-46-3522,130.6554844,30.3214177
46,鹿児島県,名瀬保健所,894-8501,奄美市名瀬永田町17-3,0997-52-5411,0997-53-7874,129.4938391,28.3761234
46,鹿児島県,徳之島保健所,891-7101,大島郡徳之島町亀津4943－2,0997-82-0149,0997-83-2535,129.0163648,27.7176115
46,鹿児島県,川薩保健所,895-0041,薩摩川内市隈之城町228-1,0996-23-3165,0996-20-2127,130.3071874,31.80023229999999
46,鹿児島県,姶良保健所,899-5112,霧島市隼人町松永3320-16,0995-44-7951,0995-44-7969,130.7633608,31.778944
47,沖縄県,那覇市保健所,902-0076,那覇市与儀１－３－２1,098-853-7964,098-853-7965,127.693895,26.2065548
47,沖縄県,北部保健所,905-0017,名護市大中2-13-1,0980-52-2714,0980-53-2505,127.9876849,26.593427
47,沖縄県,南部保健所,901-1104,島尻郡南風原町字宮平212,098-889-6351,098-888-1348,127.738634,26.1987642
47,沖縄県,宮古保健所,906-0007,宮古島市平良東仲宗根476,0980-72-2420,0980-72-8446,125.2880116,24.8035289
47,沖縄県,八重山保健所,907-0002,石垣市字真栄里438,0980-82-3240,0980-83-0474,124.1871751,24.3404034
47,沖縄県,中部保健所,904-2155,沖縄市美原1-6-28,098-938-9886,098-938-9779,127.8197995,26.3478034
